,Ranking,Total Amount,待完善,Excluded bcz citizenship/SOE/edc,Name (EN),Name (CN),Comment,Year born,Age,Sex,Ethnicity,Bio Link,Industry,Company Name,Company Name (CN),Publicly Listed? (Y/N),Company Position,Corporate HQ (Province),Corporate HQ (City),Company Link,Donor Entity Name,Donation Amount (mil ¥),Donation Month,Donation Date,Donation Origin (Province),Donation Origin (City),Donation Destination (Province),Donation Destination (City),Name of Recipient,Name of Recipient (CN),Donation for what program?,Type of Recipient,Donation Cause,Donation Vehicle,Form of Donation,Pledge? (Y/N),UID-Don't Delete,Donation Link,Donatlon Link 2,Donation Link 3,Other Donation Link(s),"Human Search (1,2,3,4)","Web Crawler (1,2,3,4)","Self-Report (1,2,3,4)","Foundation (1,2,3,4)",CFC Validated? (Y/N),Source Type,Receipt? (Y/N),Credibility,Researcher,Last Update,Web Crawler Platform,Search Term
Y,28,50,,,Shen Nanpeng,沈南鹏,,1967,49,M,Han,Link,Finance,Sequoia Capital,红杉资本,,Partner,Beijing,Beijing,Link,Shen Nanpeng,50,4,8,Zhejiang,Jiaxing,Shanghai,Shanghai,Shanghai Jiaotong University,上海交通大学,,University or University Foundation,Education,Individual,Cash,N,沈南鹏-Shen Nanpeng-50-4-Shanghai Jiaotong University-上海交通大学,Link,,,,1st,,,2nd,,One from receiver,,Y,Huang YiQing,2016/11/18,,
Y,28,50,,,Qian Yonghua,钱永华,,,,,,,,,,,,,,,合肥粤通置业有限公司,9,8,3,Anhui,Hefei,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,钱永华-合肥粤通置业有限公司-9-8-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,28,50,,,Qian Yonghua,钱永华,,,,,,,,,,,,,,,合肥粤通置业有限公司,9,8,3,Anhui,Hefei,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,钱永华-合肥粤通置业有限公司-9-8-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,28,50,,,Qian Yonghua,钱永华,,,,,,,,,,,,,,,合肥粤通置业有限公司,9,8,3,Anhui,Hefei,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,钱永华-合肥粤通置业有限公司-9-8-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,28,50,,,Qian Yonghua,钱永华,,,,,,,,,,,,,,,合肥粤通置业有限公司,9,8,3,Anhui,Hefei,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,钱永华-合肥粤通置业有限公司-9-8-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,28,50,,,Qian Yonghua,钱永华,,,,,,,,,,,,,,,合肥粤通置业有限公司,9,8,3,Anhui,Hefei,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,钱永华-合肥粤通置业有限公司-9-8-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,28,50,,,Qian Yonghua,钱永华,,1962,54,M,Han,Link,Real Estate,Hefei Yuetong Real Estate Limited,合肥粤通置业有限公司,N,Chairman and general manager,Anhui,Hefei,,合肥粤通置业有限公司,5,8,3,Anhui,Hefei,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,钱永华-合肥粤通置业有限公司-5-8-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,31,45,,,Yang Zhuoshu,杨卓舒,,,,,,,,,,,,,,,卓达集团,30,10,26,Hebei,Shijiazhuang,Yunnan,Lijiang,China Children's Foundation,,,Government Charitable Organization,Education,Corporation,Cash,N,杨卓舒-卓达集团-30-10-China Children's Foundation-,Link,,,,1st,,,,,One from recipient,,Y,Huang YiQing,2016/12/2,,
Y,31,45,,,Yang Zhuoshu,杨卓舒,,1952,64,M,,Link,Real Estate,"Zhuoda Real Estate Group Co., Ltd.",卓达房地产集团,N,Chairman and CEO,Hebei,Shijiazhuang,Link,"Zhuoda Real Estate Group Co., Ltd.",15,10,25,Hebei,Shijiazhuang,Shandong,Weihai,Weihai Nanhai Charity Foundation,,,Non-Government Foundation,Social Welfare & Poverty Alleviation,Corporation,Cash,N,"杨卓舒-Zhuoda Real Estate Group Co., Ltd.-15-10-Weihai Nanhai Charity Foundation-",Link1,Link2,,,1st,,,,,"One from donator, one from third party",,Need to check with the receiver,Huang YiQing,2016/4/15,,
Y,32,43,,,Ai Luming,艾路明,,1957,59,M,Han,Link,Healthcare,"Wuhan Modern Technology and Industry Group Co., Ltd.",武汉当代科技产业集团股份有限公司,N,Chairman,Hubei,Wuhan,Link,"Wuhan Modern Technology and Industry Group Co., Ltd.",20,1,28,Hubei,Wuhan,Hubei,Wuhan,Hubei Charity Federation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,"艾路明-Wuhan Modern Technology and Industry Group Co., Ltd.-20-1-Hubei Charity Federation-",Link,,,,1st,,,,,Third Party,,Need to check with the receiver,Yiqing Huang,2016/12/1,,
Y,32,43,,,Ai Luming,艾路明,,,,,,,,,,,,,,,"Yichang Humanwell Pharmaceutical Co.,Ltd",10,1,28,Hubei,Yichang,Hubei,Wuhan,Hubei Charity Federation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,"艾路明-Yichang Humanwell Pharmaceutical Co.,Ltd-10-1-Hubei Charity Federation-",Link,,,,1st,,,,,Third Party,,Need to check with the receiver,Zijia Guo,2016/3/14,,
Y,32,43,,,Ai Luming,艾路明,,,,,,,,,,,,,,,"Yichang Humanwell Pharmaceutical Co.,Ltd",10,9,5,Hubei,Yichang,Hubei,Yichang,Yichang City Government,,,Government,Unspecified,Corporation,Cash,N,"艾路明-Yichang Humanwell Pharmaceutical Co.,Ltd-10-9-Yichang City Government-",Link,,,,1st,,,,,Third Party,,Need to check with the receiver,Huang YiQing,2016/12/2,,
Y,32,43,,,Ai Luming,艾路明,,,,,,,,,,,,,,,"Yichang Humanwell Pharmaceutical Co.,Ltd",1,3,4,Hubei,Yichang,Hubei,Badong,China Charities Aid Foundation for Children,,,Government Charitable Organization,Public Health,Corporation,Cash,N,"艾路明-Yichang Humanwell Pharmaceutical Co.,Ltd-1-3-China Charities Aid Foundation for Children-",Link1,Link2,Link3,,1st,,,,,"One from donator, others from third party",,"Hard to check with receiver, the receivers are Badong children",Zijia Guo,2016/3/14,,
Y,32,43,,,Ai Luming,艾路明,,,,,,,,,,,,,,,"Yichang Humanwell Pharmaceutical Co.,Ltd",1,9,6,Hubei,Yichang,Hubei,Yichang,Gaoqiao Central School,,,School,Education,Corporation,Cash,N,"艾路明-Yichang Humanwell Pharmaceutical Co.,Ltd-1-9-Gaoqiao Central School-",Link1,Link2,,,1st,,,,,Two credible third party,,Y,Huang YiQing,2016/12/2,,
Y,32,43,,,Ai Luming,艾路明,,,,,,,,,,,,,,,"Yichang Humanwell Pharmaceutical Co.,Ltd",1,7,16,Hubei,Yichang,Hubei,,Hubei Government Birth Planning Committee,,,Government,Disaster Relief,Corporation,Cash,N,"艾路明-Yichang Humanwell Pharmaceutical Co.,Ltd-1-7-Hubei Government Birth Planning Committee-",Link,,,,1st,,,,,Third Party,,Need to check with the receiver,Huang YiQing,2016/12/2,,
Y,32,43,,,Ai Luming,艾路明,"no amount, no news",,,,,,,,,,,,,,"Yichang Humanwell Pharmaceutical Co.,Ltd",,3,4,Hubei,Yichang,Hubei,Yichang,Yichang City Narcotics Control Commission,,,Government,Social Welfare & Poverty Alleviation,Corporation,Cash,N,"艾路明-Yichang Humanwell Pharmaceutical Co.,Ltd--3-Yichang City Narcotics Control Commission-",Link,,,,,,,,,One from donator,,"Y, volunteer activity, have photos",Zijia Guo,2016/3/14,,
Y,33,40.02,,,Deng Wei,邓伟,,,,,,,,,,,,,,,Bright Oceans Corporation,15,1,12,Beijing,Beijing,Beijing,Beijing,Beijing Foriegn Studies University,北京外国语大学,,University or University Foundation,Education,Corporation,Cash,N,邓伟-Bright Oceans Corporation-15-1-Beijing Foriegn Studies University-北京外国语大学,Link,,,,1st,,,,,One from receiver,,Y,Huang YiQing,2016/11/30,,
Y,33,40.02,,,Deng Wei,邓伟,,,,,,,,,,,,,,,Bright Oceans Corporation,10,4,20,Beijing,Beijing,Beijing,Beijing,Tsinghua University,,,University or University Foundation,Education,Corporation,Cash,N,邓伟-Bright Oceans Corporation-10-4-Tsinghua University-,Link1,Link2,,,1st,,,,,"One from donor, one from recipient",,Y,Huang YiQing,2016/12/1,,
Y,33,40.02,,,Deng Wei,邓伟,,,,,,,,,,,,,,,Bright Oceans Corporation,6.5,3,4,Beijing,Beijing,Shanghai,Shanghai,NYU Shanghai Education Development Foundation,,,University or University Foundation,Education,Corporation,Cash,N,邓伟-Bright Oceans Corporation-6.5-3-NYU Shanghai Education Development Foundation-,Link1,Link2,,,1st,,,,,Two from receiver,,Y,Zijia Guo,2016/3/25,,
Y,33,40.02,,,Deng Wei,邓伟,,,,,,,,,,,,,,,Bright Oceans Corporation,5,3,31,Beijing,Beijing,Beijing,Beijing,Central Conservatory of Music,,,University or University Foundation,Education,Corporation,Cash,N,邓伟-Bright Oceans Corporation-5-3-Central Conservatory of Music-,Link,Link2,,,1st,,,,,"One from donor, one from recipient",,Y,Huang YiQing,2016/12/1,,
Y,33,40.02,,,Deng Wei,邓伟,,1963,53,M,Han,Link,Software and Internet,Bright Oceans Corporation,亿阳集团股份有限公司,N,Chairman,Beijing,Beijing,Link,Bright Oceans Corporation,3.52,11,30,Beijing,Beijing,Beijing,Beijing,China Population Welfare Foundation,中国人口福利基金会,其他项目,Government Charitable Organization,Unspecified,Corporation,Cash,N,邓伟-Bright Oceans Corporation-3.52-11-China Population Welfare Foundation-中国人口福利基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,34,32,,,Xiao Jicheng,肖基成,,,,M,,Link,Real Estate,,十堰市阳光房地产开发有限公司,,Chairman,Hubei,Shiyan,Link,十堰市阳光房地产开发有限公司,32,1,28,Hubei,Shiyan,Hubei,Wuhan,Hubei Charity Federation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,肖基成-十堰市阳光房地产开发有限公司-32-1-Hubei Charity Federation-,Link,Link2,,,1st,,,,,"1 receiver, 1 third party",,"Y, on receiver's website",Huang YiQing,2016/12/2,,
Y,35,31.8,,,Chen Bang,陈邦,,1965,51,M,Han,Link,Healthcare,Aier Eye Hospital Group Co Ltd,爱尔眼科医院集团股份有限公司,,Chairman,Hunan,Changsha,Link,Aier Eye Hospital Group Co Ltd,20,12,17,Hunan,Changsha,Hunan,Changsha,Hunan Aiyan Foundation,湖南爱眼公益基金会,,Non-Government Foundation,Public Health,Corporation,Cash,N,陈邦-Aier Eye Hospital Group Co Ltd-20-12-Hunan Aiyan Foundation-湖南爱眼公益基金会,Link1,Link2,,,1st,,,1st,,"One from receiver, one from third party",,Y,Huang YiQing,2016/11/30,,
Y,35,31.8,,,Chen Bang,陈邦,,,,,,,,,,,,,,,Shanghai Aier Eye Hospital,3.5,5,25,Shanghai,Shanghai,Shanghai,Shanghai,Shanghai Charity Foundation,上海市慈善基金会,,Government Charitable Organization,Unspecified,Corporation,Cash,N,陈邦-Shanghai Aier Eye Hospital-3.5-5-Shanghai Charity Foundation-上海市慈善基金会,Link1,,,,,,,1st,,,,,Xueshan Zhang,2017/1/9,,
Y,35,31.8,,,Chen Bang,陈邦,,,,,,,,,,,,,,,山南优视医疗器械有限公司,3,6,10,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,,University or University Foundation,Education,Corporation,Cash,N,陈邦-山南优视医疗器械有限公司-3-6-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,35,31.8,,,Chen Bang,陈邦,,,,,,,,,,,,,,,山南优视医疗器械有限公司,3,6,29,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,,University or University Foundation,Education,Corporation,Cash,N,陈邦-山南优视医疗器械有限公司-3-6-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,35,31.8,,,Chen Bang,陈邦,,,,,,,,,,,,,,,湖南爱眼公益基金会,1.3,3,9,Hunan,Changsha,Shanxi,Taiyuan,Shanxi Women and Children's Development Foundation,山西省妇女儿童发展基金会,,Government Charitable Organization,Unspecified,Corporate Foundation,Cash,N,陈邦-湖南爱眼公益基金会-1.3-3-Shanxi Women and Children's Development Foundation-山西省妇女儿童发展基金会,http://www.sxfejjh.org/jkgs/,,,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,35,31.8,,,Chen Bang,陈邦,,,,,,,,,,,,,,,湖南爱眼公益基金会,1,7,31,Hunan,Changsha,Anhui,,Anhui Foundation for Disabled Persons,安徽省残疾人福利基金会,白内障复明“光明1号”基金行动,Government Charitable Organization,Public Health,Corporate Foundation,Cash,N,陈邦-湖南爱眼公益基金会-1-7-Anhui Foundation for Disabled Persons-安徽省残疾人福利基金会,http://www.ahfdp.org.cn/Front_ahfdp/axb/,,,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,15,12,N/A,Beijing,Beijing,Beijing,Beijing,China Literature and Art Foundation,中国文学艺术基金会,资助《百年巨匠》,Government Charitable Organization,Culture,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-15-12-China Literature and Art Foundation-中国文学艺术基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,36,31.428757,,,Hong Qi,洪崎,,1957,59,M,,Link,Finance,China Minsheng Bank,中国民生银行股份有限公司,Y,Chariman,Beijing,Beijing,Link,中国民生银行股份有限公司,3.54,7,13,Beijing,Beijing,Sichuan,Wenchuan,China Foundation for Poverty Alleviation,中国扶贫基金会,社区发展项目,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-3.54-7-China Foundation for Poverty Alleviation-中国扶贫基金会,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司武汉分行,2.3,11,18,Hubei,Wuhan,Hubei,Wuhan,,华中科技大学教育发展基金会,,University or University Foundation,Education,Corporation,Cash,N,洪崎-中国民生银行股份有限公司武汉分行-2.3-11--华中科技大学教育发展基金会,http://edf.hust.edu.cn/html/donator/donatorlist-1.html,,,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,1.427,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,中国扶贫基金会,教育扶贫项目,Government Charitable Organization,Education,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-1.427-12-China Foundation for Poverty Alleviation-中国扶贫基金会,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.89701,12,17,Beijing,Beijing,Sichuan,Wenchuan,China Foundation for Poverty Alleviation,,社区发展项目,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.89701-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.66051,12,17,Beijing,Beijing,Sichuan,Wenchuan,China Foundation for Poverty Alleviation,,社区发展项目,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.66051-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.628585,12,17,Beijing,Beijing,Sichuan,Wenchuan,China Foundation for Poverty Alleviation,,社区发展项目,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.628585-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.45925,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,教育扶贫项目,Government Charitable Organization,Education,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.45925-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.43966,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,教育扶贫项目,Government Charitable Organization,Education,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.43966-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.39718,12,17,Beijing,Beijing,Sichuan,Wenchuan,China Foundation for Poverty Alleviation,,社区发展项目,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.39718-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.3737,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,医疗培训项目,Government Charitable Organization,Public Health,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.3737-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.37043,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,医疗培训项目,Government Charitable Organization,Public Health,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.37043-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.36135,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,医疗培训项目,Government Charitable Organization,Public Health,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.36135-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.35557,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,教育扶贫项目,Government Charitable Organization,Education,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.35557-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.339,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,教育扶贫项目,Government Charitable Organization,Education,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.339-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.327545,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,医疗培训项目,Government Charitable Organization,Public Health,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.327545-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.28148,12,17,Beijing,Beijing,Sichuan,Wenchuan,China Foundation for Poverty Alleviation,,社区发展项目,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.28148-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,36,31.428757,,,Hong Qi,洪崎,,,,,,,,,,,,,,,中国民生银行股份有限公司,0.27301,12,17,Beijing,Beijing,Beijing,Beijing,China Foundation for Poverty Alleviation,,教育扶贫项目,Government Charitable Organization,Education,Corporation,Cash,N,洪崎-中国民生银行股份有限公司-0.27301-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
